customer_id,company_name,total_orders,total_spent,average_order_value,last_order_date,first_order_date,will_order_next_6months,days_since_last_order,customer_age_days
SYNTH_98,Synthetic Company 98,0.0,0.0,0.0,,,1,0.0,
SYNTH_102,Synthetic Company 102,0.0,0.19754082422342029,0.0,,,1,0.0,
SYNTH_60,Synthetic Company 60,0.0,2.3558936876546523,1.9053099338997634,,,1,0.0,
SYNTH_41,Synthetic Company 41,0.0,0.5533185607954761,0.22455382973275384,,,1,1.0,
SYNTH_62,Synthetic Company 62,1.0,0.0,0.0,,,1,1.0,
SYNTH_10,Synthetic Company 10,0.0,0.0,1.1273741502292272,,,1,0.0,
WHITC,White Clover Markets,0.7004550290963197,0.8139851387668074,1.410671904929393,1998-05-01,1997-07-11,1,-0.6334051698573429,10155.0
SYNTH_125,Synthetic Company 125,0.0,0.02970546951720355,0.0,,,1,0.0,
SYNTH_32,Synthetic Company 32,0.0,0.46822445950880515,0.0,,,1,0.0,
SYNTH_180,Synthetic Company 180,0.0,0.9820473972462761,0.0,,,1,2.0,
FISSA,FISSA Fabrica Inter. Salchichas S.A.,-1.4817317923191378,-0.6523115329187078,-1.370259171423807,,,0,4.058035992530932,
SYNTH_99,Synthetic Company 99,0.0,1.0878262200450062,0.4108094116603178,,,1,0.0,
SIMOB,Simons bistro,-0.2694057804216613,-0.2909940410860397,-0.1367855439058573,1998-05-06,1997-06-03,1,-0.7015947216362421,10193.0
SYNTH_17,Synthetic Company 17,0.0,0.0,0.0,,,1,0.0,
SYNTH_13,Synthetic Company 13,0.0,0.716809594030239,1.5943464006220316,,,1,0.0,
